Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-04-27,16347.6,FALSE
1,1,2012-05-04,17147.44,FALSE
1,1,2012-05-11,18164.2,FALSE
1,1,2012-05-18,18517.79,FALSE
1,1,2012-05-25,16963.55,FALSE
1,1,2012-06-01,16065.49,FALSE
1,1,2012-06-08,17666,FALSE
1,1,2012-06-15,17558.82,FALSE
1,1,2012-06-22,16633.41,FALSE
1,1,2012-06-29,15722.82,FALSE
1,1,2012-07-06,17823.37,FALSE
1,1,2012-07-13,16566.18,FALSE
1,1,2012-07-20,16348.06,FALSE
1,1,2012-07-27,15731.18,FALSE
1,1,2012-08-03,16628.31,FALSE
1,1,2012-08-10,16119.92,FALSE
1,1,2012-08-17,17330.7,FALSE
1,1,2012-08-24,16286.4,FALSE
1,1,2012-08-31,16680.24,FALSE
1,1,2012-09-07,18322.37,TRUE
1,1,2012-09-14,19616.22,FALSE
1,1,2012-09-21,19251.5,FALSE
1,1,2012-09-28,18947.81,FALSE
1,1,2012-10-05,21904.47,FALSE
1,1,2012-10-12,22764.01,FALSE
1,1,2012-10-19,24185.27,FALSE
1,1,2012-10-26,27390.81,FALSE
1,2,2010-02-05,50605.27,FALSE
1,2,2010-02-12,44682.74,TRUE
1,2,2010-02-19,47928.89,FALSE
1,2,2010-02-26,44292.87,FALSE
1,2,2010-03-05,48397.98,FALSE
1,2,2010-03-12,43751.94,FALSE
1,2,2010-03-19,43615.49,FALSE
1,2,2010-03-26,41892.55,FALSE
1,2,2010-04-02,47450.5,FALSE
1,2,2010-04-09,46549.73,FALSE
1,2,2010-04-16,45025.02,FALSE
1,2,2010-04-23,44418.11,FALSE
1,2,2010-04-30,45971.3,FALSE
1,2,2010-05-07,47903.01,FALSE
1,2,2010-05-14,43675.61,FALSE
1,2,2010-05-21,44319.15,FALSE
1,2,2010-05-28,44619.52,FALSE
1,2,2010-06-04,48754.47,FALSE
1,2,2010-06-11,47089.54,FALSE
1,2,2010-06-18,44428.71,FALSE
1,2,2010-06-25,45299.92,FALSE
1,2,2010-07-02,47077.72,FALSE
1,2,2010-07-09,46752.12,FALSE
1,2,2010-07-16,44339.2,FALSE
1,2,2010-07-23,44763.33,FALSE
1,2,2010-07-30,45833.77,FALSE
1,2,2010-08-06,50031.73,FALSE
1,2,2010-08-13,45475.69,FALSE
1,2,2010-08-20,49754.17,FALSE
1,2,2010-08-27,49623.53,FALSE
1,2,2010-09-03,49015.05,FALSE
1,2,2010-09-10,45182.5,TRUE
1,2,2010-09-17,44681.64,FALSE
1,2,2010-09-24,42477.49,FALSE
1,2,2010-10-01,45829.02,FALSE
1,2,2010-10-08,46387.54,FALSE
1,2,2010-10-15,43110.79,FALSE
1,2,2010-10-22,42371.48,FALSE
1,2,2010-10-29,44081.33,FALSE
1,2,2010-11-05,46381.43,FALSE
1,2,2010-11-12,43194.49,FALSE
1,2,2010-11-19,41443.25,FALSE
1,2,2010-11-26,45681.98,TRUE
1,2,2010-12-03,44405.02,FALSE
1,2,2010-12-10,46955.82,FALSE
1,2,2010-12-17,49303.28,FALSE
1,2,2010-12-24,59889.32,FALSE
1,2,2010-12-31,35819.83,TRUE
1,2,2011-01-07,43202.29,FALSE
1,2,2011-01-14,39857.4,FALSE
1,2,2011-01-21,41596.99,FALSE
1,2,2011-01-28,41651.01,FALSE
1,2,2011-02-04,46829.12,FALSE
1,2,2011-02-11,47595.35,TRUE
1,2,2011-02-18,49202.06,FALSE
1,2,2011-02-25,46165.25,FALSE
1,2,2011-03-04,53035.54,FALSE
1,2,2011-03-11,48465.72,FALSE
1,2,2011-03-18,45222.3,FALSE
1,2,2011-03-25,44293.54,FALSE
1,2,2011-04-01,46991.58,FALSE
1,2,2011-04-08,48501.79,FALSE
1,2,2011-04-15,44464.74,FALSE
1,2,2011-04-22,46544.56,FALSE
1,2,2011-04-29,43682.41,FALSE
1,2,2011-05-06,50139.92,FALSE
1,2,2011-05-13,44274.15,FALSE
1,2,2011-05-20,44302.11,FALSE
1,2,2011-05-27,45072.11,FALSE
1,2,2011-06-03,47844.27,FALSE
1,2,2011-06-10,46363.93,FALSE
1,2,2011-06-17,42939.63,FALSE
1,2,2011-06-24,42415.81,FALSE
1,2,2011-07-01,45247.74,FALSE
1,2,2011-07-08,44623.23,FALSE
1,2,2011-07-15,43260.96,FALSE
1,2,2011-07-22,45113.56,FALSE
1,2,2011-07-29,43191.02,FALSE
1,2,2011-08-05,49359.75,FALSE
1,2,2011-08-12,45341.92,FALSE
1,2,2011-08-19,46391.12,FALSE
1,2,2011-08-26,47659.93,FALSE
1,2,2011-09-02,49419.75,FALSE
1,2,2011-09-09,43315.85,TRUE
1,2,2011-09-16,42963.96,FALSE
1,2,2011-09-23,43390.94,FALSE
1,2,2011-09-30,46045.09,FALSE
1,2,2011-10-07,49880.69,FALSE
1,2,2011-10-14,43306.38,FALSE
1,2,2011-10-21,42487.67,FALSE
1,2,2011-10-28,41682.4,FALSE
1,2,2011-11-04,47313.62,FALSE
1,2,2011-11-11,44936.47,FALSE
1,2,2011-11-18,43997.78,FALSE
1,2,2011-11-25,44259.59,TRUE
1,2,2011-12-02,45928.14,FALSE
1,2,2011-12-09,49357.43,FALSE
1,2,2011-12-16,51137.42,FALSE
1,2,2011-12-23,65615.36,FALSE
1,2,2011-12-30,43539.94,TRUE
1,2,2012-01-06,44481.38,FALSE
1,2,2012-01-13,43353.09,FALSE
1,2,2012-01-20,43753.43,FALSE
1,2,2012-01-27,41556.23,FALSE
1,2,2012-02-03,54322.24,FALSE
1,2,2012-02-10,50581.06,TRUE
1,2,2012-02-17,46085.47,FALSE
1,2,2012-02-24,47080.12,FALSE
1,2,2012-03-02,52608.51,FALSE
1,2,2012-03-09,48563.69,FALSE
1,2,2012-03-16,47346.32,FALSE
1,2,2012-03-23,44796.03,FALSE
1,2,2012-03-30,46529.68,FALSE
1,2,2012-04-06,51805.88,FALSE
1,2,2012-04-13,43991.18,FALSE
1,2,2012-04-20,45561.85,FALSE
1,2,2012-04-27,45456.23,FALSE
1,2,2012-05-04,50501.3,FALSE
1,2,2012-05-11,46717.76,FALSE
1,2,2012-05-18,44411.23,FALSE
1,2,2012-05-25,45817.07,FALSE
1,2,2012-06-01,47425.29,FALSE
1,2,2012-06-08,49439.58,FALSE
1,2,2012-06-15,46637.48,FALSE
1,2,2012-06-22,46075,FALSE
1,2,2012-06-29,47629.14,FALSE
1,2,2012-07-06,49771.92,FALSE
1,2,2012-07-13,44411.95,FALSE
1,2,2012-07-20,45108.22,FALSE
1,2,2012-07-27,45008.22,FALSE
1,2,2012-08-03,49424.06,FALSE
1,2,2012-08-10,46729.91,FALSE
1,2,2012-08-17,46350.97,FALSE
1,2,2012-08-24,44972.52,FALSE
1,2,2012-08-31,50995.5,FALSE
1,2,2012-09-07,47344.5,TRUE
1,2,2012-09-14,44493.61,FALSE
1,2,2012-09-21,43541.07,FALSE
1,2,2012-09-28,45784.76,FALSE
1,2,2012-10-05,48577.08,FALSE
1,2,2012-10-12,42112.67,FALSE
1,2,2012-10-19,42354.72,FALSE
1,2,2012-10-26,43134.88,FALSE
1,3,2010-02-05,13740.12,FALSE
1,3,2010-02-12,10887.84,TRUE
1,3,2010-02-19,11523.47,FALSE
1,3,2010-02-26,11135.17,FALSE
1,3,2010-03-05,12275.58,FALSE
1,3,2010-03-12,10123.45,FALSE
1,3,2010-03-19,9001.37,FALSE
1,3,2010-03-26,10366.85,FALSE
1,3,2010-04-02,11157.08,FALSE
1,3,2010-04-09,10179.29,FALSE
1,3,2010-04-16,9226.8,FALSE
1,3,2010-04-23,8868.93,FALSE
1,3,2010-04-30,9337.44,FALSE
1,3,2010-05-07,9372.8,FALSE
1,3,2010-05-14,7919.86,FALSE
1,3,2010-05-21,7813.91,FALSE
1,3,2010-05-28,8412.69,FALSE
1,3,2010-06-04,8001.41,FALSE
1,3,2010-06-11,7742.75,FALSE
1,3,2010-06-18,8201.06,FALSE
1,3,2010-06-25,6591.22,FALSE
1,3,2010-07-02,7857.88,FALSE
1,3,2010-07-09,8112.67,FALSE
1,3,2010-07-16,13751.3,FALSE
1,3,2010-07-23,16930.62,FALSE
1,3,2010-07-30,20915.95,FALSE
1,3,2010-08-06,26719.02,FALSE
1,3,2010-08-13,30640.54,FALSE
1,3,2010-08-20,41101.93,FALSE
1,3,2010-08-27,51159.17,FALSE
1,3,2010-09-03,19081.8,FALSE
1,3,2010-09-10,12134.69,TRUE
1,3,2010-09-17,10722.46,FALSE
1,3,2010-09-24,8097.92,FALSE
1,3,2010-10-01,9775.17,FALSE
1,3,2010-10-08,10081.8,FALSE
1,3,2010-10-15,9735.73,FALSE
1,3,2010-10-22,8614.41,FALSE
1,3,2010-10-29,9283.09,FALSE
1,3,2010-11-05,9825.22,FALSE
1,3,2010-11-12,9146.77,FALSE
1,3,2010-11-19,9202.11,FALSE
1,3,2010-11-26,10706.81,TRUE
1,3,2010-12-03,10856.85,FALSE
1,3,2010-12-10,11219.78,FALSE
1,3,2010-12-17,11986.84,FALSE
1,3,2010-12-24,12080.36,FALSE
1,3,2010-12-31,8266.14,TRUE
1,3,2011-01-07,15808.15,FALSE
1,3,2011-01-14,13275.87,FALSE
1,3,2011-01-21,12532.94,FALSE
1,3,2011-01-28,11983.34,FALSE
1,3,2011-02-04,11012.52,FALSE
1,3,2011-02-11,11428.25,TRUE
1,3,2011-02-18,11724.98,FALSE
1,3,2011-02-25,10473.78,FALSE
1,3,2011-03-04,11039.12,FALSE
1,3,2011-03-11,10689.97,FALSE
1,3,2011-03-18,8148.69,FALSE
1,3,2011-03-25,9049.02,FALSE
1,3,2011-04-01,8734.19,FALSE
1,3,2011-04-08,10417.33,FALSE
1,3,2011-04-15,8212.97,FALSE
1,3,2011-04-22,8468.72,FALSE
1,3,2011-04-29,8653.62,FALSE
1,3,2011-05-06,10420.92,FALSE
1,3,2011-05-13,8732.46,FALSE
1,3,2011-05-20,7939.01,FALSE
1,3,2011-05-27,8120.7,FALSE
1,3,2011-06-03,8853.89,FALSE
1,3,2011-06-10,7508.71,FALSE
1,3,2011-06-17,7658.75,FALSE
1,3,2011-06-24,6165.73,FALSE
1,3,2011-07-01,8070.64,FALSE
1,3,2011-07-08,7366.5,FALSE
1,3,2011-07-15,11578.11,FALSE
1,3,2011-07-22,16069.5,FALSE
1,3,2011-07-29,21331.51,FALSE
1,3,2011-08-05,31248.98,FALSE
1,3,2011-08-12,32148.93,FALSE
1,3,2011-08-19,41603.11,FALSE
1,3,2011-08-26,49775.52,FALSE
1,3,2011-09-02,19604.47,FALSE
1,3,2011-09-09,12778.28,TRUE
1,3,2011-09-16,10412.88,FALSE
1,3,2011-09-23,9755.56,FALSE
1,3,2011-09-30,10434.83,FALSE
1,3,2011-10-07,9977.96,FALSE
1,3,2011-10-14,9870.22,FALSE
1,3,2011-10-21,10136.78,FALSE
1,3,2011-10-28,9421.2,FALSE
1,3,2011-11-04,9189.2,FALSE
1,3,2011-11-11,9959.64,FALSE
1,3,2011-11-18,10104.36,FALSE
1,3,2011-11-25,9317.56,TRUE
1,3,2011-12-02,10146.54,FALSE
1,3,2011-12-09,12955.55,FALSE
1,3,2011-12-16,13180.05,FALSE
1,3,2011-12-23,13667.88,FALSE
1,3,2011-12-30,8848.44,TRUE
1,3,2012-01-06,13926.04,FALSE
1,3,2012-01-13,13822.49,FALSE
1,3,2012-01-20,11702.08,FALSE
1,3,2012-01-27,10613.17,FALSE
1,3,2012-02-03,12485.78,FALSE
1,3,2012-02-10,12388.85,TRUE
1,3,2012-02-17,10237.78,FALSE
1,3,2012-02-24,10502.4,FALSE
1,3,2012-03-02,11387.31,FALSE
1,3,2012-03-09,11925.71,FALSE
1,3,2012-03-16,8845.73,FALSE
1,3,2012-03-23,7910.22,FALSE
1,3,2012-03-30,9129.23,FALSE
1,3,2012-04-06,9335.24,FALSE
1,3,2012-04-13,7927.73,FALSE
1,3,2012-04-20,8647.36,FALSE
1,3,2012-04-27,8635.62,FALSE
1,3,2012-05-04,10655.35,FALSE
1,3,2012-05-11,10342.72,FALSE
1,3,2012-05-18,8609.82,FALSE
1,3,2012-05-25,8345.33,FALSE
1,3,2012-06-01,7175.77,FALSE
1,3,2012-06-08,8614.64,FALSE
1,3,2012-06-15,8016.26,FALSE
1,3,2012-06-22,7301.41,FALSE
1,3,2012-06-29,7577.59,FALSE
1,3,2012-07-06,8473.71,FALSE
1,3,2012-07-13,13126.15,FALSE
1,3,2012-07-20,20126.95,FALSE
1,3,2012-07-27,22716.7,FALSE
1,3,2012-08-03,30331.69,FALSE
1,3,2012-08-10,28257.3,FALSE
1,3,2012-08-17,31905.97,FALSE
1,3,2012-08-24,43712.78,FALSE
1,3,2012-08-31,50701.3,FALSE
1,3,2012-09-07,18368.51,TRUE
1,3,2012-09-14,14288.22,FALSE
1,3,2012-09-21,13403.63,FALSE
1,3,2012-09-28,13085.95,FALSE
1,3,2012-10-05,11676.98,FALSE
1,3,2012-10-12,10487.17,FALSE
1,3,2012-10-19,8548.87,FALSE
1,3,2012-10-26,9350.9,FALSE
1,4,2010-02-05,39954.04,FALSE
1,4,2010-02-12,35351.21,TRUE
1,4,2010-02-19,36826.95,FALSE
1,4,2010-02-26,34660.16,FALSE
1,4,2010-03-05,38086.19,FALSE
1,4,2010-03-12,32668.67,FALSE
1,4,2010-03-19,34118.11,FALSE
1,4,2010-03-26,33872.07,FALSE
1,4,2010-04-02,37809.49,FALSE
1,4,2010-04-09,36174.43,FALSE
1,4,2010-04-16,34740.19,FALSE
1,4,2010-04-23,33806.71,FALSE
1,4,2010-04-30,33437.8,FALSE
1,4,2010-05-07,37168.34,FALSE
1,4,2010-05-14,33657.7,FALSE
1,4,2010-05-21,35571.47,FALSE
1,4,2010-05-28,36380.36,FALSE
1,4,2010-06-04,40548.19,FALSE
1,4,2010-06-11,36579.96,FALSE
1,4,2010-06-18,35059.52,FALSE
1,4,2010-06-25,34454.69,FALSE
1,4,2010-07-02,39773.71,FALSE
1,4,2010-07-09,39781.45,FALSE
1,4,2010-07-16,35234.66,FALSE
1,4,2010-07-23,36624.71,FALSE
1,4,2010-07-30,36419.68,FALSE
1,4,2010-08-06,40973.88,FALSE
1,4,2010-08-13,36461.66,FALSE
1,4,2010-08-20,39706.1,FALSE
1,4,2010-08-27,36404.6,FALSE
1,4,2010-09-03,38321.88,FALSE
1,4,2010-09-10,36603.78,TRUE
1,4,2010-09-17,33999.01,FALSE
1,4,2010-09-24,32497.43,FALSE
1,4,2010-10-01,34912.45,FALSE
1,4,2010-10-08,35772.82,FALSE
1,4,2010-10-15,34693.27,FALSE
1,4,2010-10-22,32902.26,FALSE
1,4,2010-10-29,35202.44,FALSE
1,4,2010-11-05,37980.55,FALSE
1,4,2010-11-12,35008.03,FALSE
1,4,2010-11-19,37078.61,FALSE
1,4,2010-11-26,46201.27,TRUE
1,4,2010-12-03,37110.55,FALSE
1,4,2010-12-10,36364.31,FALSE
1,4,2010-12-17,39154.41,FALSE
1,4,2010-12-24,47893.23,FALSE
1,4,2010-12-31,36913.8,TRUE
1,4,2011-01-07,37947.8,FALSE
1,4,2011-01-14,34393.95,FALSE
1,4,2011-01-21,33735.58,FALSE
1,4,2011-01-28,32905.88,FALSE
1,4,2011-02-04,35870.49,FALSE
1,4,2011-02-11,37373.33,TRUE
1,4,2011-02-18,36479.25,FALSE
1,4,2011-02-25,33677.18,FALSE
1,4,2011-03-04,37943.96,FALSE
1,4,2011-03-11,35229.12,FALSE
1,4,2011-03-18,34863.03,FALSE
1,4,2011-03-25,34813.12,FALSE
1,4,2011-04-01,34451.9,FALSE
1,4,2011-04-08,36514.43,FALSE
1,4,2011-04-15,33466.89,FALSE
1,4,2011-04-22,35132.7,FALSE
1,4,2011-04-29,34528.56,FALSE
1,4,2011-05-06,37827.69,FALSE
1,4,2011-05-13,33471.81,FALSE
1,4,2011-05-20,34137.41,FALSE
1,4,2011-05-27,36790.72,FALSE
1,4,2011-06-03,42508.02,FALSE
1,4,2011-06-10,35376.06,FALSE
1,4,2011-06-17,35523.17,FALSE
1,4,2011-06-24,35062.02,FALSE
1,4,2011-07-01,36451.71,FALSE
1,4,2011-07-08,39149.99,FALSE
1,4,2011-07-15,33930.8,FALSE
1,4,2011-07-22,34630.02,FALSE
1,4,2011-07-29,35555.5,FALSE
1,4,2011-08-05,39339.09,FALSE
1,4,2011-08-12,37449.94,FALSE
1,4,2011-08-19,39148.87,FALSE
1,4,2011-08-26,37495.2,FALSE
1,4,2011-09-02,36589.07,FALSE
1,4,2011-09-09,35105.96,TRUE
1,4,2011-09-16,34108.12,FALSE
1,4,2011-09-23,32655.07,FALSE
1,4,2011-09-30,32830.81,FALSE
1,4,2011-10-07,37397.63,FALSE
1,4,2011-10-14,35000.3,FALSE
1,4,2011-10-21,33954.55,FALSE
1,4,2011-10-28,34247.26,FALSE
1,4,2011-11-04,39354.84,FALSE
1,4,2011-11-11,36826.52,FALSE
1,4,2011-11-18,37656.58,FALSE
1,4,2011-11-25,46564.14,TRUE
1,4,2011-12-02,38489.63,FALSE
1,4,2011-12-09,38729.31,FALSE
1,4,2011-12-16,38266.47,FALSE
1,4,2011-12-23,47785.93,FALSE
1,4,2011-12-30,37371.22,TRUE
1,4,2012-01-06,40925.76,FALSE
1,4,2012-01-13,36582.36,FALSE
1,4,2012-01-20,33780.2,FALSE
1,4,2012-01-27,33613.91,FALSE
1,4,2012-02-03,40274.83,FALSE
1,4,2012-02-10,39305.13,TRUE
1,4,2012-02-17,36550.46,FALSE
1,4,2012-02-24,34953.85,FALSE
1,4,2012-03-02,38459.98,FALSE
1,4,2012-03-09,38934.77,FALSE
1,4,2012-03-16,38125.32,FALSE
1,4,2012-03-23,36586.52,FALSE
1,4,2012-03-30,37718.51,FALSE
1,4,2012-04-06,42060.21,FALSE
1,4,2012-04-13,37449.26,FALSE
1,4,2012-04-20,36350.03,FALSE
1,4,2012-04-27,36894.54,FALSE
1,4,2012-05-04,41897.55,FALSE
1,4,2012-05-11,35840.06,FALSE
1,4,2012-05-18,34536.29,FALSE
1,4,2012-05-25,38270.34,FALSE
1,4,2012-06-01,41566.55,FALSE
1,4,2012-06-08,41124.27,FALSE
1,4,2012-06-15,39019.74,FALSE
1,4,2012-06-22,37400.31,FALSE
1,4,2012-06-29,39758.77,FALSE
1,4,2012-07-06,44936.96,FALSE
1,4,2012-07-13,38073.91,FALSE
1,4,2012-07-20,38080.05,FALSE
1,4,2012-07-27,35197.59,FALSE
1,4,2012-08-03,41305.39,FALSE
1,4,2012-08-10,40343.83,FALSE
1,4,2012-08-17,38105.9,FALSE
1,4,2012-08-24,36674.67,FALSE
1,4,2012-08-31,37802.97,FALSE
1,4,2012-09-07,39549.27,TRUE
1,4,2012-09-14,35044.06,FALSE
1,4,2012-09-21,34507.34,FALSE
1,4,2012-09-28,34647.33,FALSE
1,4,2012-10-05,39311.93,FALSE
1,4,2012-10-12,35446.18,FALSE
1,4,2012-10-19,35549.19,FALSE
1,4,2012-10-26,36292.6,FALSE
1,5,2010-02-05,32229.38,FALSE
1,5,2010-02-12,29620.81,TRUE
1,5,2010-02-19,26468.27,FALSE
1,5,2010-02-26,24101.89,FALSE
1,5,2010-03-05,23082.14,FALSE
1,5,2010-03-12,21498.92,FALSE
1,5,2010-03-19,22632.57,FALSE
1,5,2010-03-26,38971.89,FALSE
1,5,2010-04-02,29967.92,FALSE
1,5,2010-04-09,18516.45,FALSE
1,5,2010-04-16,11570.27,FALSE
1,5,2010-04-23,24763.98,FALSE
1,5,2010-04-30,22006.41,FALSE
1,5,2010-05-07,19260.44,FALSE
1,5,2010-05-14,16891.66,FALSE
1,5,2010-05-21,16157.17,FALSE
1,5,2010-05-28,15784.6,FALSE
1,5,2010-06-04,22932.26,FALSE
1,5,2010-06-11,21817.36,FALSE
1,5,2010-06-18,19778.44,FALSE
1,5,2010-06-25,19054.58,FALSE
1,5,2010-07-02,18887.71,FALSE
1,5,2010-07-09,20249.54,FALSE
1,5,2010-07-16,17918.22,FALSE
1,5,2010-07-23,17313.46,FALSE
1,5,2010-07-30,16472.48,FALSE
1,5,2010-08-06,16926.17,FALSE
1,5,2010-08-13,15544.62,FALSE
1,5,2010-08-20,15412.44,FALSE
1,5,2010-08-27,13570.32,FALSE
1,5,2010-09-03,15390.52,FALSE
1,5,2010-09-10,17776.56,TRUE
1,5,2010-09-17,15862.61,FALSE
1,5,2010-09-24,17039.38,FALSE
1,5,2010-10-01,23381.38,FALSE
1,5,2010-10-08,19853.57,FALSE
1,5,2010-10-15,20443.05,FALSE
1,5,2010-10-22,19525.85,FALSE
